ticker,name,sector
9887.T,松屋フーズホールディングス,小売業
9889.T,ＪＢＣＣホールディングス,情報・通信業
9900.T,サガミホールディングス,小売業
9902.T,日伝,卸売業
9928.T,ミロク情報サービス,情報・通信業
9932.T,杉本商事,卸売業
9934.T,因幡電機産業,卸売業
9936.T,王将フードサービス,小売業
9946.T,ミニストップ,小売業
9948.T,アークス,小売業
9956.T,バローホールディングス,小売業
9960.T,東テク,卸売業
9962.T,ミスミグループ本社,卸売業
9974.T,ベルク,小売業
9983.T,ファーストリテイリング,小売業
9984.T,ソフトバンクグループ,情報・通信業
9987.T,スズケン,卸売業
9989.T,サンドラッグ,小売業
9990.T,サックスバー　ホールディングス,小売業
9991.T,ジェコス,卸売業
9997.T,ベルーナ,小売業
